ibgeCode,municipio,uf,hierarquia,distancia_polo_km
3138708,Luminárias,MG,5,32.56
3138807,Luz,MG,4,179.9
3138906,Machacalis,MG,5,27.37
3139003,Machado,MG,4,31.1
3139102,Madre de Deus de Minas,MG,5,25.35
3139201,Malacacheta,MG,4,78.36
3139250,Mamonas,MG,5,206.78
3139300,Manga,MG,5,220.48
3139409,Manhuaçu,MG,3,196.24
3139508,Manhumirim,MG,5,24.34
3139607,Mantena,MG,5,93.34
3139706,Maravilhas,MG,5,37.61
3139805,Mar de Espanha,MG,5,48.29
3139904,Maria da Fé,MG,5,15.22
3140001,Mariana,MG,5,80.93
3140100,Marilac,MG,5,34.07
3140159,Mário Campos,MG,1,29.95
3140209,Maripá de Minas,MG,5,52.78
3140308,Marliéria,MG,2,142.36
3140407,Marmelópolis,MG,5,25.39
3140506,Martinho Campos,MG,5,139.83
3140530,Martins Soares,MG,5,28.55
3140555,Mata Verde,MG,5,89.74
3140605,Materlândia,MG,5,46.55
3140704,Mateus Leme,MG,5,51.88
3140803,Matias Barbosa,MG,2,229.0
3140852,Matias Cardoso,MG,5,192.12
3140902,Matipó,MG,5,25.19
3141009,Mato Verde,MG,4,175.05
3141108,Matozinhos,MG,5,43.18
3141207,Matutina,MG,5,18.21
3141306,Medeiros,MG,5,38.6
3141405,Medina,MG,4,158.21
3141504,Mendes Pimentel,MG,5,66.42
3141603,Mercês,MG,5,63.24
3141702,Mesquita,MG,5,21.32
3141801,Minas Novas,MG,4,325.05
3141900,Minduri,MG,5,19.87
3142007,Mirabela,MG,5,46.77
3142106,Miradouro,MG,5,26.97
3142205,Miraí,MG,5,21.51
3142254,Miravânia,MG,5,214.29
3142304,Moeda,MG,5,47.59
3142403,Moema,MG,5,151.28
3142502,Monjolos,MG,5,65.73
3142601,Monsenhor Paulo,MG,5,20.92
3142700,Montalvânia,MG,4,247.36
3142809,Monte Alegre de Minas,MG,5,61.96
3142908,Monte Azul,MG,4,188.08
3143005,Monte Belo,MG,5,38.25
3143104,Monte Carmelo,MG,3,98.46
3143153,Monte Formoso,MG,5,35.21
3143203,Monte Santo de Minas,MG,5,30.01
3143302,Montes Claros,MG,2,365.11
3143401,Monte Sião,MG,5,74.32
3143450,Montezuma,MG,5,223.13
3143500,Morada Nova de Minas,MG,5,211.32
3143609,Morro da Garça,MG,5,28.89
3143708,Morro do Pilar,MG,5,42.08
3143807,Munhoz,MG,5,42.6
3143906,Muriaé,MG,3,130.21
3144003,Mutum,MG,5,75.36
3144102,Muzambinho,MG,5,18.85
3144201,Nacip Raydan,MG,5,41.16
3144300,Nanuque,MG,4,84.32
3144359,Naque,MG,2,189.24
3144375,Natalândia,MG,5,41.07
3144409,Natércia,MG,5,46.46
3144508,Nazareno,MG,5,35.97
3144607,Nepomuceno,MG,5,23.43
3144656,Ninheira,MG,5,33.92
3144672,Nova Belém,MG,5,16.07
3144706,Nova Era,MG,5,20.33
3144805,Nova Lima,MG,1,19.83
3144904,Nova Módica,MG,5,59.35
3145000,Nova Ponte,MG,5,70.43
3145059,Nova Porteirinha,MG,3,121.24
3145109,Nova Resende,MG,5,34.97
3145208,Nova Serrana,MG,3,30.63
3145307,Novo Cruzeiro,MG,5,71.7
3145356,Novo Oriente de Minas,MG,5,56.46
3145372,Novorizonte,MG,5,28.84
3145406,Olaria,MG,5,54.83
3145455,Olhos-d'Água,MG,5,101.89
3145505,Olímpio Noronha,MG,5,26.09
3145604,Oliveira,MG,3,72.4
3145703,Oliveira Fortes,MG,5,45.77
3145802,Onça de Pitangui,MG,5,84.15
3145851,Oratórios,MG,3,134.83
3145877,Orizânia,MG,5,9.28
3145901,Ouro Branco,MG,3,75.35
3146008,Ouro Fino,MG,4,45.6
3146107,Ouro Preto,MG,3,65.38
3146206,Ouro Verde de Minas,MG,5,38.14
3146255,Padre Carvalho,MG,5,50.91
3146305,Padre Paraíso,MG,4,77.29
3146404,Paineiras,MG,5,194.61
3146503,Pains,MG,5,26.71
3146552,Pai Pedro,MG,5,33.77
3146602,Paiva,MG,5,39.22
3146701,Palma,MG,5,203.16
3146750,Palmópolis,MG,5,86.04
3146909,Papagaios,MG,5,96.38
3147006,Paracatu,MG,3,432.59
3147105,Pará de Minas,MG,3,68.27
3147204,Paraguaçu,MG,5,29.81
3147303,Paraisópolis,MG,4,36.4
3147402,Paraopeba,MG,5,27.71
3147501,Passabém,MG,5,29.63
3147600,Passa Quatro,MG,5,16.74
3147709,Passa Tempo,MG,5,99.94
3147808,Passa Vinte,MG,5,38.95
3147907,Passos,MG,3,292.08
3147956,Patis,MG,5,62.93
3148004,Patos de Minas,MG,3,198.0
3148103,Patrocínio,MG,3,134.67
3148202,Patrocínio do Muriaé,MG,5,19.53
3148301,Paula Cândido,MG,5,16.52
3148400,Paulistas,MG,5,42.0
3148509,Pavão,MG,5,43.55
3148608,Peçanha,MG,4,62.86
3148707,Pedra Azul,MG,4,113.03
3148756,Pedra Bonita,MG,5,24.35
3148806,Pedra do Anta,MG,5,23.72
3148905,Pedra do Indaiá,MG,5,35.97
3149002,Pedra Dourada,MG,5,15.52
3149101,Pedralva,MG,5,19.27
3149150,Pedras de Maria da Cruz,MG,5,65.89
3149200,Pedrinópolis,MG,5,65.27
3149309,Pedro Leopoldo,MG,1,30.77
3149408,Pedro Teixeira,MG,5,27.62
3149507,Pequeri,MG,5,35.76
3149606,Pequi,MG,5,78.19
3149705,Perdigão,MG,5,24.36
3149804,Perdizes,MG,5,35.06
3149903,Perdões,MG,5,21.14
3149952,Periquito,MG,5,43.85
3150000,Pescador,MG,5,65.74
3150109,Piau,MG,5,31.16
3150158,Piedade de Caratinga,MG,5,8.47
3150208,Piedade de Ponte Nova,MG,5,28.15
3150307,Piedade do Rio Grande,MG,5,27.6
3150406,Piedade dos Gerais,MG,5,70.34
3150505,Pimenta,MG,5,32.83
3150539,Pingo-d'Água,MG,5,38.75
3150570,Pintópolis,MG,5,44.86
3150604,Piracema,MG,5,84.19
3150703,Pirajuba,MG,5,81.84
3150802,Piranga,MG,5,51.37
3150901,Piranguçu,MG,3,335.99
3151008,Piranguinho,MG,3,321.32
3151107,Pirapetinga,MG,3,42.74
3151206,Pirapora,MG,3,131.67
3151305,Piraúba,MG,5,18.82
3151404,Pitangui,MG,5,103.3
3151503,Piumhi,MG,4,67.01
3151602,Planura,MG,5,48.0
3151701,Poço Fundo,MG,5,17.28
3151800,Poços de Caldas,MG,2,343.34
3151909,Pocrane,MG,5,27.77
3152006,Pompéu,MG,5,132.67
3152105,Ponte Nova,MG,3,122.61
3152131,Ponto Chique,MG,5,111.03
3152170,Ponto dos Volantes,MG,5,28.57
3152204,Porteirinha,MG,4,35.2
3152303,Porto Firme,MG,5,21.96
3152402,Poté,MG,5,42.51
3152501,Pouso Alegre,MG,2,333.48
3152600,Pouso Alto,MG,5,12.36
3152709,Prados,MG,5,28.69
3152808,Prata,MG,5,73.38
3152907,Pratápolis,MG,5,26.13
3153004,Pratinha,MG,5,61.48
3153103,Presidente Bernardes,MG,5,42.06
3153202,Presidente Juscelino,MG,5,39.86
3153301,Presidente Kubitschek,MG,5,71.38
3153400,Presidente Olegário,MG,5,43.67
3153509,Alto Jequitibá,MG,5,31.62
3153608,Prudente de Morais,MG,2,51.24
3153707,Quartel Geral,MG,5,32.16
3153806,Queluzito,MG,3,92.43
3153905,Raposos,MG,1,20.29
3154002,Raul Soares,MG,5,164.39
3154101,Recreio,MG,5,21.48
3154150,Reduto,MG,5,18.01
3154200,Resende Costa,MG,5,47.13
3154309,Resplendor,MG,4,97.87
3154408,Ressaquinha,MG,5,18.98
3154457,Riachinho,MG,5,95.67
3154507,Riacho dos Machados,MG,5,39.16
3154606,Ribeirão das Neves,MG,1,18.02
3154705,Ribeirão Vermelho,MG,3,180.67
3154804,Rio Acima,MG,1,29.9
3154903,Rio Casca,MG,5,40.31
3155009,Rio Doce,MG,5,21.83
3155108,Rio do Prado,MG,5,67.73
3155207,Rio Espera,MG,5,38.06
3155306,Rio Manso,MG,5,57.32
3155405,Rio Novo,MG,5,45.25
3155504,Rio Paranaíba,MG,5,74.9
3155603,Rio Pardo de Minas,MG,5,54.89
3155702,Rio Piracicaba,MG,5,15.03
3155801,Rio Pomba,MG,4,62.91
3155900,Rio Preto,MG,4,43.0
3156007,Rio Vermelho,MG,5,68.09
3156106,Ritápolis,MG,5,32.6
3156205,Rochedo de Minas,MG,5,46.49
3156304,Rodeiro,MG,3,87.72
3156403,Romaria,MG,5,82.05
3156452,Rosário da Limeira,MG,5,15.59
3156502,Rubelita,MG,5,30.08
3156601,Rubim,MG,5,48.37
3156700,Sabará,MG,1,19.69
3156809,Sabinópolis,MG,5,30.38
3156908,Sacramento,MG,5,82.6
3157005,Salinas,MG,4,197.99
3157104,Salto da Divisa,MG,5,50.46
3157203,Santa Bárbara,MG,5,52.53
3157252,Santa Bárbara do Leste,MG,5,26.0
3157278,Santa Bárbara do Monte Verde,MG,5,34.06
3157302,Santa Bárbara do Tugúrio,MG,5,27.9
3157336,Santa Cruz de Minas,MG,3,137.93
3157377,Santa Cruz de Salinas,MG,5,39.43
3157401,Santa Cruz do Escalvado,MG,5,22.96
3157500,Santa Efigênia de Minas,MG,5,47.1
3157609,Santa Fé de Minas,MG,5,106.71
3157658,Santa Helena de Minas,MG,5,36.97
3157708,Santa Juliana,MG,5,53.96
3157807,Santa Luzia,MG,1,21.92
3157906,Santa Margarida,MG,5,30.75
3158003,Santa Maria de Itabira,MG,5,32.54
3158102,Santa Maria do Salto,MG,5,69.06
3158201,Santa Maria do Suaçuí,MG,4,69.62
3158300,Santana da Vargem,MG,5,13.66
3158409,Santana de Cataguases,MG,5,13.95
3158508,Santana de Pirapama,MG,5,68.76
3158607,Santana do Deserto,MG,3,36.59
3158706,Santana do Garambéu,MG,5,51.07
3158805,Santana do Jacaré,MG,5,20.53
3158904,Santana do Manhuaçu,MG,5,27.15
3158953,Santana do Paraíso,MG,2,161.26
3159001,Santana do Riacho,MG,5,85.93
3159100,Santana dos Montes,MG,5,18.95
3159209,Santa Rita de Caldas,MG,5,38.57
3159308,Santa Rita de Jacutinga,MG,5,44.07
3159357,Santa Rita de Minas,MG,5,18.3
3159407,Santa Rita de Ibitipoca,MG,5,38.74
3159506,Santa Rita do Itueto,MG,5,33.47
3159605,Santa Rita do Sapucaí,MG,3,26.83
3159704,Santa Rosa da Serra,MG,5,22.58
3159803,Santa Vitória,MG,5,76.93
3159902,Santo Antônio do Amparo,MG,5,39.98
3160009,Santo Antônio do Aventureiro,MG,5,10.59
3160108,Santo Antônio do Grama,MG,5,34.14
3160207,Santo Antônio do Itambé,MG,5,15.45
3160306,Santo Antônio do Jacinto,MG,5,65.94
3160405,Santo Antônio do Monte,MG,5,37.95
3160454,Santo Antônio do Retiro,MG,5,26.73
3160504,Santo Antônio do Rio Abaixo,MG,5,40.34
3160603,Santo Hipólito,MG,5,47.19
3160702,Santos Dumont,MG,5,32.56
3160801,São Bento Abade,MG,5,18.81
3160900,São Brás do Suaçuí,MG,3,80.46
3160959,São Domingos das Dores,MG,5,22.13
3161007,São Domingos do Prata,MG,5,28.06
3161056,São Félix de Minas,MG,5,59.31
3161106,São Francisco,MG,4,127.76
3161205,São Francisco de Paula,MG,5,27.12
3161304,São Francisco de Sales,MG,5,51.77
3161403,São Francisco do Glória,MG,5,36.27
3161502,São Geraldo,MG,5,11.4
3161601,São Geraldo da Piedade,MG,5,38.52
3161650,São Geraldo do Baixio,MG,5,64.64
3161700,São Gonçalo do Abaeté,MG,5,111.74
3161809,São Gonçalo do Pará,MG,5,18.94
3161908,São Gonçalo do Rio Abaixo,MG,5,16.76
3162005,São Gonçalo do Sapucaí,MG,5,53.14
3162104,São Gotardo,MG,4,100.26
3162203,São João Batista do Glória,MG,5,24.68
3162252,São João da Lagoa,MG,5,50.46
3162302,São João da Mata,MG,5,35.88
3162401,São João da Ponte,MG,5,79.57
3162450,São João das Missões,MG,5,195.0
3162500,São João del Rei,MG,3,154.84
3162559,São João do Manhuaçu,MG,5,20.0
3162575,São João do Manteninha,MG,5,84.31
3162609,São João do Oriente,MG,5,46.02
3162658,São João do Pacuí,MG,5,63.58
3162708,São João do Paraíso,MG,4,54.04
3162807,São João Evangelista,MG,4,198.17
3162906,São João Nepomuceno,MG,5,50.97
3162922,São Joaquim de Bicas,MG,1,35.79
3162948,São José da Barra,MG,5,39.39
3162955,São José da Lapa,MG,1,23.14
3163003,São José da Safira,MG,5,54.36
3163102,São José da Varginha,MG,5,16.13
3163201,São José do Alegre,MG,3,314.44
3163300,São José do Divino,MG,5,75.34
3163409,São José do Goiabal,MG,5,55.77
3163508,São José do Jacuri,MG,5,68.63
3163607,São José do Mantimento,MG,5,39.99
3163706,São Lourenço,MG,3,73.23
3163805,São Miguel do Anta,MG,5,18.11
3163904,São Pedro da União,MG,5,18.48
3164001,São Pedro dos Ferros,MG,5,146.09
3164100,São Pedro do Suaçuí,MG,5,60.7
3164209,São Romão,MG,5,159.4
3164308,São Roque de Minas,MG,5,56.09
3164407,São Sebastião da Bela Vista,MG,5,20.43
3164431,São Sebastião da Vargem Alegre,MG,5,19.78
3164472,São Sebastião do Anta,MG,5,1.73
3164506,São Sebastião do Maranhão,MG,5,253.57
3164605,São Sebastião do Oeste,MG,5,18.53
3164704,São Sebastião do Paraíso,MG,3,337.04
3164803,São Sebastião do Rio Preto,MG,5,34.39
3164902,São Sebastião do Rio Verde,MG,5,11.52
3165008,São Tiago,MG,5,46.75
3165107,São Tomás de Aquino,MG,5,19.91
3165206,São Tomé das Letras,MG,5,25.45
3165305,São Vicente de Minas,MG,5,49.39
3165404,Sapucaí-Mirim,MG,5,34.76
3165503,Sardoá,MG,5,46.5
3165537,Sarzedo,MG,1,24.24
3165552,Setubinha,MG,5,82.56
3165560,Sem-Peixe,MG,5,13.97
3165578,Senador Amaral,MG,5,14.45
3165602,Senador Cortes,MG,5,57.45
3165701,Senador Firmino,MG,5,26.58
3165800,Senador José Bento,MG,5,23.86
3165909,Senador Modestino Gonçalves,MG,5,41.95
3166006,Senhora de Oliveira,MG,5,118.43
3166105,Senhora do Porto,MG,5,25.73
3166204,Senhora dos Remédios,MG,5,32.16
3166303,Sericita,MG,5,48.65
3166402,Seritinga,MG,5,50.6
3166501,Serra Azul de Minas,MG,5,185.82
3166600,Serra da Saudade,MG,5,26.93
3166709,Serra dos Aimorés,MG,5,24.08
3166808,Serra do Salitre,MG,5,46.62
3166907,Serrania,MG,5,22.48
3166956,Serranópolis de Minas,MG,5,28.42
3167004,Serranos,MG,5,45.31
3167103,Serro,MG,4,162.92
3167202,Sete Lagoas,MG,2,60.39
3167301,Silveirânia,MG,5,12.13
3167400,Silvianópolis,MG,5,29.0
3167509,Simão Pereira,MG,2,239.35
3167608,Simonésia,MG,5,25.09
3167707,Sobrália,MG,5,52.23
3167806,Soledade de Minas,MG,3,65.25
3167905,Tabuleiro,MG,5,47.64
3168002,Taiobeiras,MG,4,219.36
3168051,Taparuba,MG,5,14.67
3168101,Tapira,MG,3,121.56
3168200,Tapiraí,MG,5,30.95
3168309,Taquaraçu de Minas,MG,5,41.43
3168408,Tarumirim,MG,5,58.1
3168507,Teixeiras,MG,5,12.39
3168606,Teófilo Otoni,MG,2,364.28
3168705,Timóteo,MG,2,146.96
3168804,Tiradentes,MG,3,136.58
3168903,Tiros,MG,5,58.31
3169000,Tocantins,MG,5,10.23
3169059,Tocos do Moji,MG,5,11.32
3169109,Toledo,MG,5,31.46
3169208,Tombos,MG,5,20.07
3169307,Três Corações,MG,3,25.49
3169356,Três Marias,MG,5,213.23
3169406,Três Pontas,MG,4,20.45
3169505,Tumiritinga,MG,5,37.32
3169604,Tupaciguara,MG,5,70.56
3169703,Turmalina,MG,4,318.41
3169802,Turvolândia,MG,5,44.69
3169901,Ubá,MG,3,87.91
3170008,Ubaí,MG,5,101.88
3170057,Ubaporanga,MG,5,6.77
3170107,Uberaba,MG,2,422.05
3170206,Uberlândia,MG,2,468.52
3170305,Umburatiba,MG,5,90.24
3170404,Unaí,MG,3,495.16
3170438,União de Minas,MG,5,34.13
3170479,Uruana de Minas,MG,5,61.39
3170503,Urucânia,MG,5,21.76
3170529,Urucuia,MG,5,239.25
3170578,Vargem Alegre,MG,5,25.73
3170602,Vargem Bonita,MG,5,29.81
3170651,Vargem Grande do Rio Pardo,MG,5,225.05
3170701,Varginha,MG,2,237.84
3170750,Varjão de Minas,MG,5,61.95
3170800,Várzea da Palma,MG,4,128.67
3170909,Varzelândia,MG,4,108.83
3171006,Vazante,MG,5,89.58
3171030,Verdelândia,MG,5,38.27
3171071,Veredinha,MG,5,29.7
3171105,Veríssimo,MG,5,38.16
3171154,Vermelho Novo,MG,5,39.21
3171204,Vespasiano,MG,1,18.97
3171303,Viçosa,MG,3,145.68
3171402,Vieiras,MG,5,24.64
3171501,Mathias Lobato,MG,5,19.53
3171600,Virgem da Lapa,MG,5,43.94
3171709,Virgínia,MG,5,26.08
3171808,Virginópolis,MG,4,183.52
3171907,Virgolândia,MG,5,52.39
3172004,Visconde do Rio Branco,MG,4,16.65
3172103,Volta Grande,MG,5,20.78
3172202,Wenceslau Braz,MG,3,330.26
3200102,Afonso Cláudio,ES,4,220.35
3200136,Águia Branca,ES,5,58.23
3200169,Água Doce do Norte,ES,5,23.92
3200201,Alegre,ES,5,34.01
3200300,Alfredo Chaves,ES,5,189.57
3200359,Alto Rio Novo,ES,5,62.07
3200409,Anchieta,ES,5,178.78
3200508,Apiacá,ES,5,14.53
3200607,Aracruz,ES,3,133.87
3200706,Atílio Vivácqua,ES,5,21.73
3200805,Baixo Guandu,ES,4,35.81
3200904,Barra de São Francisco,ES,4,262.36
3201001,Boa Esperança,ES,5,31.19
3201100,Bom Jesus do Norte,ES,4,31.28
3201159,Brejetuba,ES,5,237.6
3201209,Cachoeiro de Itapemirim,ES,2,230.82
3201308,Cariacica,ES,1,147.44
3201407,Castelo,ES,5,228.3
3201506,Colatina,ES,3,192.9
3201605,Conceição da Barra,ES,5,39.31
3201704,Conceição do Castelo,ES,5,233.39
3201803,Divino de São Lourenço,ES,5,19.67
3201902,Domingos Martins,ES,5,189.8
3202009,Dores do Rio Preto,ES,5,12.94
3202108,Ecoporanga,ES,5,45.37
3202207,Fundão,ES,1,144.08
3202256,Governador Lindenberg,ES,5,35.24
3202306,Guaçuí,ES,4,53.64
3202405,Guarapari,ES,3,161.27
3202454,Ibatiba,ES,5,263.09
3202504,Ibiraçu,ES,5,154.16
3202553,Ibitirama,ES,5,15.67
3202603,Iconha,ES,5,34.55
3202652,Irupi,ES,5,51.05
3202702,Itaguaçu,ES,5,202.28
3202801,Itapemirim,ES,5,212.73
3202900,Itarana,ES,5,198.1
3203007,Iúna,ES,4,273.89
3203056,Jaguaré,ES,5,22.5
3203106,Jerônimo Monteiro,ES,5,21.75
3203130,João Neiva,ES,5,160.89
3203163,Laranja da Terra,ES,5,25.21
3203205,Linhares,ES,3,146.42
3203304,Mantenópolis,ES,5,80.6
3203320,Marataízes,ES,5,48.0
3203346,Marechal Floriano,ES,5,182.43
3203353,Marilândia,ES,5,15.4
3203403,Mimoso do Sul,ES,5,40.61
3203502,Montanha,ES,4,72.81
3203601,Mucurici,ES,5,28.71
3203700,Muniz Freire,ES,5,45.73
3203809,Muqui,ES,5,24.85
3203908,Nova Venécia,ES,3,237.48
3204005,Pancas,ES,5,41.59
3204054,Pedro Canário,ES,5,62.95
3204104,Pinheiros,ES,5,46.17
3204203,Piúma,ES,5,191.12
3204252,Ponto Belo,ES,5,27.91
3204302,Presidente Kennedy,ES,5,43.34
3204351,Rio Bananal,ES,5,33.86
3204401,Rio Novo do Sul,ES,5,28.57
3204500,Santa Leopoldina,ES,5,159.04
3204559,Santa Maria de Jetibá,ES,5,186.98
3204609,Santa Teresa,ES,5,174.32
3204658,São Domingos do Norte,ES,5,41.45
3204708,São Gabriel da Palha,ES,5,61.28
3204807,São José do Calçado,ES,5,15.83
3204906,São Mateus,ES,3,201.91
3204955,São Roque do Canaã,ES,5,26.17
3205002,Serra,ES,1,134.13
3205010,Sooretama,ES,5,36.62
3205036,Vargem Alta,ES,5,23.59
3205069,Venda Nova do Imigrante,ES,5,220.18
3205101,Viana,ES,1,155.09
3205150,Vila Pavão,ES,5,14.71
3205176,Vila Valério,ES,5,66.87
3205200,Vila Velha,ES,1,141.45
3205309,Vitória,ES,1,0.0
3300100,Angra dos Reis,RJ,3,92.82
3300159,Aperibé,RJ,4,76.09
3300209,Araruama,RJ,3,120.21
3300225,Areal,RJ,2,83.62
3300233,Armação dos Búzios,RJ,2,154.94
3300258,Arraial do Cabo,RJ,2,132.17
3300308,Barra do Piraí,RJ,3,19.33
3300407,Barra Mansa,RJ,2,88.86
3300456,Belford Roxo,RJ,1,22.89
3300506,Bom Jardim,RJ,5,18.74
3300605,Bom Jesus do Itabapoana,RJ,4,24.67
3300704,Cabo Frio,RJ,2,144.84
3300803,Cachoeiras de Macacu,RJ,5,86.89
3300902,Cambuci,RJ,5,31.03
3300936,Carapebus,RJ,2,201.64
3300951,Comendador Levy Gasparian,RJ,3,39.47
3301009,Campos dos Goytacazes,RJ,2,247.87
3301108,Cantagalo,RJ,5,53.07
3301157,Cardoso Moreira,RJ,5,26.62
3301207,Carmo,RJ,5,20.14
3301306,Casimiro de Abreu,RJ,2,142.73
3301405,Conceição de Macabu,RJ,2,187.05
3301504,Cordeiro,RJ,5,33.3
3301603,Duas Barras,RJ,5,29.29
3301702,Duque de Caxias,RJ,1,35.94
3301801,Engenheiro Paulo de Frontin,RJ,5,30.69
3301850,Guapimirim,RJ,1,62.7
3301876,Iguaba Grande,RJ,3,126.82
3301900,Itaboraí,RJ,1,64.07
3302007,Itaguaí,RJ,1,38.43
3302056,Italva,RJ,5,33.5
3302106,Itaocara,RJ,4,70.03
3302205,Itaperuna,RJ,3,247.77
3302254,Itatiaia,RJ,3,51.69
3302270,Japeri,RJ,1,33.38
3302304,Laje do Muriaé,RJ,5,25.16
3302403,Macaé,RJ,2,166.62
3302452,Macuco,RJ,5,40.36
3302502,Magé,RJ,1,48.94
3302601,Mangaratiba,RJ,1,60.9
3302700,Maricá,RJ,1,64.99
3302809,Mendes,RJ,5,21.1
3302858,Mesquita,RJ,1,13.65
3302908,Miguel Pereira,RJ,5,46.37
3303005,Miracema,RJ,5,32.88
3303104,Natividade,RJ,5,20.76
3303203,Nilópolis,RJ,1,11.52
3303302,Niterói,RJ,1,40.67
3303401,Nova Friburgo,RJ,3,118.39
3303500,Nova Iguaçu,RJ,1,26.44
3303609,Paracambi,RJ,1,43.67
3303708,Paraíba do Sul,RJ,3,51.33
3303807,Paraty,RJ,5,40.2
3303856,Paty do Alferes,RJ,5,62.08
3303906,Petrópolis,RJ,2,65.68
3303955,Pinheiral,RJ,2,70.28
3304003,Piraí,RJ,5,24.54
3304102,Porciúncula,RJ,5,36.08
3304110,Porto Real,RJ,3,25.57
3304128,Quatis,RJ,3,21.96
3304144,Queimados,RJ,1,26.18
3304151,Quissamã,RJ,5,59.11
3304201,Resende,RJ,3,41.19
3304300,Rio Bonito,RJ,3,90.93
3304409,Rio Claro,RJ,5,31.93
3304508,Rio das Flores,RJ,5,34.1
3304524,Rio das Ostras,RJ,2,162.91
3304557,Rio de Janeiro,RJ,1,0.0
3304607,Santa Maria Madalena,RJ,5,71.99
3304706,Santo Antônio de Pádua,RJ,3,64.67
3304755,São Francisco de Itabapoana,RJ,5,46.06
3304805,São Fidélis,RJ,5,40.7
3304904,São Gonçalo,RJ,1,47.86
3305000,São João da Barra,RJ,2,274.8
3305109,São João de Meriti,RJ,1,17.67
3305133,São José de Ubá,RJ,5,17.01
3305158,São José do Vale do Rio Preto,RJ,5,34.28
3305208,São Pedro da Aldeia,RJ,2,136.91
3305307,São Sebastião do Alto,RJ,5,63.56
3305406,Sapucaia,RJ,3,73.12
3305505,Saquarema,RJ,1,95.7
3305554,Seropédica,RJ,1,31.76
3305604,Silva Jardim,RJ,5,113.54
3305703,Sumidouro,RJ,5,28.63
3305752,Tanguá,RJ,1,75.92
3305802,Teresópolis,RJ,3,90.08
3305901,Trajano de Moraes,RJ,5,41.38
3306008,Três Rios,RJ,3,55.54
3306107,Valença,RJ,4,22.16
3306156,Varre-Sai,RJ,5,37.63
3306206,Vassouras,RJ,5,54.28
3306305,Volta Redonda,RJ,2,80.91
3500105,Adamantina,SP,3,54.5
3500204,Adolfo,SP,5,62.55
3500303,Aguaí,SP,5,25.94
3500402,Águas da Prata,SP,3,113.73
3500501,Águas de Lindóia,SP,5,130.6
3500550,Águas de Santa Bárbara,SP,5,44.82
3500600,Águas de São Pedro,SP,5,16.83
3500709,Agudos,SP,4,35.32
3500758,Alambari,SP,3,44.09
3500808,Alfredo Marcondes,SP,2,522.72
3500907,Altair,SP,5,40.33
3501004,Altinópolis,SP,5,49.91
3501103,Alto Alegre,SP,5,25.21
3501152,Alumínio,SP,2,65.9
3501202,Álvares Florence,SP,3,81.59
3501301,Álvares Machado,SP,2,526.4
3501400,Álvaro de Carvalho,SP,5,27.73
3501509,Alvinlândia,SP,5,38.38
3501608,Americana,SP,2,30.76
3501707,Américo Brasiliense,SP,2,61.11
3501806,Américo de Campos,SP,5,29.59
3501905,Amparo,SP,3,32.51
3502002,Analândia,SP,5,29.67
3502101,Andradina,SP,3,84.37
3502200,Angatuba,SP,5,41.25
3502309,Anhembi,SP,5,30.92
3502408,Anhumas,SP,2,509.9
3502507,Aparecida,SP,2,73.42
3502606,Aparecida d'Oeste,SP,5,43.98
3502705,Apiaí,SP,4,56.53
3502754,Araçariguama,SP,5,13.21
3502804,Araçatuba,SP,2,131.11
3502903,Araçoiaba da Serra,SP,2,103.0
3503000,Aramina,SP,5,65.12
3503109,Arandu,SP,5,20.7
3503158,Arapeí,SP,5,26.59
3503208,Araraquara,SP,2,74.81
3503307,Araras,SP,3,66.34
3503356,Arco-Íris,SP,3,64.96
3503406,Arealva,SP,5,24.83
3503505,Areias,SP,5,33.29
3503604,Areiópolis,SP,5,31.96
3503703,Ariranha,SP,3,20.17
3503802,Artur Nogueira,SP,5,37.01
3503901,Arujá,SP,1,44.76
3503950,Aspásia,SP,5,21.27
3504008,Assis,SP,3,65.08
3504107,Atibaia,SP,3,58.97
3504206,Auriflama,SP,4,52.22
3504305,Avaí,SP,5,20.93
3504404,Avanhandava,SP,5,16.44
3504503,Avaré,SP,3,237.97
3504602,Bady Bassitt,SP,2,416.95
3504701,Balbinos,SP,5,45.35
3504800,Bálsamo,SP,2,443.22
3504909,Bananal,SP,5,36.28
3505005,Barão de Antonina,SP,5,15.31
3505104,Barbosa,SP,5,21.94
3505203,Bariri,SP,4,30.52
3505302,Barra Bonita,SP,5,20.53
3505351,Barra do Chapéu,SP,5,27.22
3505401,Barra do Turvo,SP,5,74.68
3505500,Barretos,SP,2,79.88
3505609,Barrinha,SP,5,28.75
3505708,Barueri,SP,1,28.35
3505807,Bastos,SP,5,21.71
3505906,Batatais,SP,4,45.67
3506003,Bauru,SP,2,297.65
3506102,Bebedouro,SP,3,77.73
3506201,Bento de Abreu,SP,5,38.72
3506300,Bernardino de Campos,SP,5,38.07
3506359,Bertioga,SP,5,
3506409,Bilac,SP,5,36.31
3506508,Birigui,SP,3,28.17
3506607,Biritiba Mirim,SP,1,63.98
3506706,Boa Esperança do Sul,SP,5,33.49
3506805,Bocaina,SP,5,21.38
3506904,Bofete,SP,5,35.06
3507001,Boituva,SP,4,30.28
3507100,Bom Jesus dos Perdões,SP,3,55.94
3507159,Bom Sucesso de Itararé,SP,5,53.79
3507209,Borá,SP,4,40.73
3507308,Boracéia,SP,5,13.39
3507407,Borborema,SP,5,71.69
3507456,Borebi,SP,5,17.18
